I am in address,i didnt use a credit card for payment
i used gift card and dont have numbers anymore,we can send you a new card if you have a different payment method
we can send you a new card if you have a different payment method,why cant i just send you the money directly
ok. if you want to use that cardm i need the numbers,yes
hello,Hello how are you?
Why don't you know that already?,because you have not told me your name
because you have not told me your name,I didn't call you you called me.
I didn't call you you called me.,where are you from
my phone number is phone number my location is address,Thank you for this information.
my phone number is phone number my location is address,Whats the weather like in Raleigh this time of year?
Whats the weather like in Raleigh this time of year?,beautiful couldn't ask for better
beautiful couldn't ask for better,That's great I am in Atlanta and it's pretty nice.
That's great I am in Atlanta and it's pretty nice.,may i have your card information to confirm your purchase Mr.name
may i have your card information to confirm your purchase Mr.name,I thought you needed my name.
may i have your card information to confirm your purchase Mr.name,Yes
Ok what's the specific product so I can help you out here.,Your last purchase seems to have a major defect and recall
Your last purchase seems to have a major defect and recall,What's your name and employee number?
What's your name and employee number?,My name is .
What's your name and employee number?,My address is address.
My address is address.,Do you work for Amazon?
My address is address.,Can you pull up my account to help?
How are you today?,Hi name
Hi name,We're contacting you about a recent purchase you made on Amazon.
We're contacting you about a recent purchase you made on Amazon.,Sure
oK Thatas great.,I just have to verify a few details.
oK Thatas great.,Your name is name correct?
Your name is name correct?,Yes
Yes,Please verify the credit card you used on Amazon.com most recently
Please verify the credit card you used on Amazon.com most recently,Amazon normally does it automatically
You can let me know the details I will confirm the same.,ok. Name on the card is name
ok. Name on the card is name,correct
correct,And you made this purchase in the last 2 weeks
And you made this purchase in the last 2 weeks,Yes
